StateCode,Datetime,Demand,Thermal,GAS,Nuclear,Hydro,Renewable
IND,2024-04-07 11:50:12,199824,136470,2899,5456,5873,48378
IND,2024-04-07 12:47:17,196818,132935,2901,5468,5754,49221
IND,2024-04-07 13:50:20,193015,131836,2883,5439,5710,46636
IND,2024-04-07 14:48:22,195207,136975,2854,5434,6332,43389
IND,2024-04-07 15:48:57,194660,144156,2995,5438,6512,36012
IND,2024-04-07 16:47:42,191507,150651,3873,5449,7039,25135
IND,2024-04-07 17:51:21,184170,153127,3891,5431,9598,13078
IND,2024-04-07 18:50:18,186839,155322,4070,5444,15645,6899
IND,2024-04-07 19:48:35,193835,161218,4317,5430,16124,7271
IND,2024-04-07 20:49:10,190649,160254,4405,5439,13514,7473
IND,2024-04-07 21:49:48,194220,161710,4380,5465,15541,7435
IND,2024-04-07 22:48:21,197788,165423,4409,5460,15485,7469
IND,2024-04-07 23:50:03,194964,166633,4423,5463,11720,7126
IND,2024-04-08 00:46:03,191014,165147,3952,5456,10235,6891
IND,2024-04-08 01:48:49,185703,162851,3723,5465,7913,6329
IND,2024-04-08 02:48:04,181669,159456,3527,5475,7282,6391
IND,2024-04-08 03:48:28,179988,158190,3231,5471,7465,6348
IND,2024-04-08 04:49:12,180687,158558,3584,5469,7640,6071
IND,2024-04-08 05:56:17,185523,162767,3881,5482,8597,5704
IND,2024-04-08 07:04:56,190245,162650,4002,5498,10525,8219
IND,2024-04-08 07:51:28,188632,153690,3465,5498,10097,17391
IND,2024-04-08 08:49:49,196152,149214,3121,5485,8091,30023
IND,2024-04-08 09:50:03,205667,147858,3165,5468,8058,40707
IND,2024-04-08 10:49:20,208398,143495,3738,5471,7804,49280
IND,2024-04-08 11:50:21,208299,141674,3743,5449,6768,51958
IND,2024-04-08 12:49:50,205527,138740,3778,5429,6331,52327
IND,2024-04-08 13:50:16,201827,136500,3681,5427,6504,51213
IND,2024-04-08 14:49:42,208496,145662,3819,5406,7739,46886
IND,2024-04-08 15:50:02,207923,153321,4251,5414,8410,38736
IND,2024-04-08 16:47:21,205751,160510,5030,5422,9197,27820
IND,2024-04-08 17:51:29,198033,163996,5465,5405,11239,13563
IND,2024-04-08 18:49:35,199478,166357,6036,5431,16172,6691
IND,2024-04-08 19:49:29,204930,168264,6050,5421,19202,6873
IND,2024-04-08 20:48:22,199863,165843,6126,5428,15353,7987
IND,2024-04-08 21:50:37,200419,166471,5830,5432,15747,8026
IND,2024-04-08 22:49:06,201310,166404,6146,5447,16250,8050
IND,2024-04-08 23:50:46,197243,167696,6122,5435,10906,7982
IND,2024-04-09 00:47:19,193319,167230,5327,5438,9136,7415
IND,2024-04-09 01:49:53,188222,163934,4705,5438,8464,6458
IND,2024-04-09 02:48:02,184540,162075,4423,5428,7273,6264
IND,2024-04-09 03:49:52,183115,160905,4292,5460,6728,6332
IND,2024-04-09 04:49:27,184345,161461,4140,5443,7387,6418
IND,2024-04-09 05:55:24,189319,165692,3968,5434,8888,6040
IND,2024-04-09 07:04:23,192297,165679,3891,5440,9828,8803
IND,2024-04-09 07:51:01,192138,157155,3993,5451,9493,17081
IND,2024-04-09 08:50:00,197298,152169,3612,5462,7311,29660
IND,2024-04-09 09:50:16,206070,147804,3833,5449,8259,42001
IND,2024-04-09 10:49:01,207835,144380,3816,5437,6998,48908
IND,2024-04-09 11:50:22,206563,141794,3599,5429,6655,50020
IND,2024-04-09 12:48:54,202815,137536,3628,5426,7161,50977
IND,2024-04-09 13:50:14,199531,137783,3650,5409,7691,46821
IND,2024-04-09 14:49:51,206040,150650,3668,5414,7727,40026
IND,2024-04-09 15:50:07,205858,158035,3810,5403,7590,33269
IND,2024-04-09 16:48:45,200824,161724,4511,5415,7977,23190
IND,2024-04-09 17:51:46,194029,161628,4890,5409,10230,13515
IND,2024-04-09 18:49:32,195790,161385,5066,5407,16113,8542
IND,2024-04-09 19:49:02,200511,164165,5392,5416,17991,8582
IND,2024-04-09 20:49:51,197291,164089,5341,5431,13973,9217
IND,2024-04-09 21:50:17,199162,165110,5321,5433,14484,9815
IND,2024-04-09 22:48:51,200777,165658,5357,5433,14876,10194
IND,2024-04-09 23:49:50,197969,167113,5435,5450,10569,9996
IND,2024-04-10 00:45:52,193063,164507,4912,5450,9380,9562
IND,2024-04-10 01:48:58,188740,162977,4455,5442,8150,9245
IND,2024-04-10 02:48:22,185147,161052,4200,5443,6835,8732
IND,2024-04-10 03:48:55,183650,160440,3959,5460,6464,8421
IND,2024-04-10 04:49:03,183456,159886,4114,5463,6892,8369
IND,2024-04-10 05:54:42,189472,165271,4162,5473,7985,7837
IND,2024-04-10 07:03:38,193476,165549,4240,5466,9721,10537
IND,2024-04-10 07:51:01,192856,159787,3815,5482,8289,17534
IND,2024-04-10 08:49:43,198137,153093,3797,5485,7132,30131
IND,2024-04-10 09:50:29,206468,151619,3780,5468,6364,41611
IND,2024-04-10 10:48:47,209248,147895,3730,5445,6299,47480
IND,2024-04-10 11:50:27,208584,143880,3717,5440,6407,51332
IND,2024-04-10 12:49:28,205184,140243,3721,5408,6596,50783
IND,2024-04-10 13:50:48,204473,140981,3674,5405,6743,49638
IND,2024-04-10 14:49:47,208013,151010,3698,5374,8205,41895
IND,2024-04-10 15:49:45,207814,157308,3687,5404,8470,34942
IND,2024-04-10 16:48:30,202716,159421,4209,5390,8172,27916
IND,2024-04-10 17:51:21,193430,160276,4316,5385,9869,15417
IND,2024-04-10 18:49:35,194908,163114,4546,5374,14894,8796
IND,2024-04-10 19:48:42,199259,164900,4678,5402,17307,8684
IND,2024-04-10 20:49:30,195575,163055,5306,5416,14133,9571
IND,2024-04-10 21:50:42,197905,162389,5372,5429,15502,10874
IND,2024-04-10 22:48:21,200268,165479,5335,5442,14953,10473
IND,2024-04-10 23:50:38,197996,167568,5531,5443,10932,9269
IND,2024-04-11 00:47:41,193480,166909,4799,5432,9138,8380
IND,2024-04-11 01:49:08,189208,164787,4591,5447,8119,7400
IND,2024-04-11 02:48:05,185386,161716,4798,5134,8064,6819
IND,2024-04-11 03:49:45,182169,159590,4796,5129,7410,6411
IND,2024-04-11 04:49:36,183528,161268,4755,5120,7824,5740
IND,2024-04-11 05:55:41,188506,165111,4815,5135,9056,6071
IND,2024-04-11 07:05:02,191855,164716,4246,5156,10273,8942
IND,2024-04-11 07:51:34,191721,157681,3780,5146,9472,16874
IND,2024-04-11 08:49:25,195108,151054,3639,5129,7876,28515
IND,2024-04-11 09:49:52,202902,148022,3691,5141,7668,39317
IND,2024-04-11 10:49:17,204330,143478,3677,5132,7664,45094
IND,2024-04-11 11:50:27,203476,141110,3582,5108,7202,47764
IND,2024-04-11 12:48:52,201117,139027,3538,5100,6854,48343
IND,2024-04-11 13:50:39,197615,138505,3549,5078,6290,45546
IND,2024-04-11 14:49:31,202600,147853,3673,5093,6781,41127
IND,2024-04-11 15:49:49,201282,152820,3700,5096,7905,34279
IND,2024-04-11 16:47:44,196296,155478,4111,5089,8342,25235
IND,2024-04-11 17:51:32,187558,155005,5045,5103,10914,13466
IND,2024-04-11 18:49:50,190531,157701,4731,5082,15879,8553
IND,2024-04-11 19:49:10,196134,161413,4910,5084,16842,9479
IND,2024-04-11 20:49:31,192177,159758,5175,5106,13011,10582
IND,2024-04-11 21:50:29,193659,159829,5078,5108,14085,10946
IND,2024-04-11 22:49:31,195717,162147,5146,5123,13959,10254
IND,2024-04-11 23:50:11,193436,164812,5161,5120,10540,8725
IND,2024-04-12 00:46:47,189192,165075,4682,5114,7728,7639
IND,2024-04-12 01:49:35,184185,161665,4662,5110,7396,6511
IND,2024-04-12 02:48:25,180554,160400,3638,5097,7049,5731
IND,2024-04-12 03:49:13,179094,159556,3516,5114,6446,5682
IND,2024-04-12 04:49:36,180248,159750,3501,5111,7291,5684
IND,2024-04-12 05:55:52,186404,165090,3543,5130,8075,5798
IND,2024-04-12 07:04:36,190034,164468,3560,5126,9795,9075
IND,2024-04-12 07:52:03,190383,157962,3523,5124,8431,16895
IND,2024-04-12 08:49:47,194671,150191,3588,5124,7292,30350
IND,2024-04-12 09:50:25,203115,147519,3632,5099,7196,41780
IND,2024-04-12 10:49:59,206081,143318,3549,5125,6632,49046
IND,2024-04-12 11:50:28,204949,141130,3542,5097,6067,50813
IND,2024-04-12 12:50:17,203173,139773,2946,5081,6801,50054
IND,2024-04-12 13:50:26,200446,140290,2933,5064,6930,46150
IND,2024-04-12 14:49:44,203826,149777,2960,5064,7247,39792
IND,2024-04-12 15:49:52,203108,157321,2962,5025,7191,31611
IND,2024-04-12 16:48:43,195429,160037,3748,4822,6714,21275
IND,2024-04-12 17:51:34,189784,159004,4209,4860,9143,13992
IND,2024-04-12 18:49:40,195607,162616,4395,4847,14923,9923
IND,2024-04-12 19:48:55,199294,163920,4497,4865,16925,9733
IND,2024-04-12 20:49:44,195846,164350,4419,5025,12999,9783
IND,2024-04-12 21:50:11,197531,165088,4430,5067,13895,9722
IND,2024-04-12 22:49:07,198369,166257,4477,5122,13781,9179
IND,2024-04-12 23:50:01,195258,167324,4618,5123,10935,7498
IND,2024-04-13 00:47:09,191143,167121,3750,5146,8845,7280
IND,2024-04-13 01:48:46,186530,164915,3502,5138,7528,6379
IND,2024-04-13 02:47:13,182246,161651,3436,5184,7199,5245
IND,2024-04-13 03:48:11,179238,159338,3194,5199,6818,5547
IND,2024-04-13 04:46:47,179334,159998,2996,5214,7773,4341
IND,2024-04-13 05:53:31,184959,165508,3165,5215,8044,3660
IND,2024-04-13 06:55:27,188593,165466,2950,5216,10657,5554
IND,2024-04-13 07:47:55,188429,160945,2788,5209,8776,12058
IND,2024-04-13 08:47:14,190655,153370,2791,5224,7581,23930
IND,2024-04-13 09:49:35,195743,149254,2796,5210,6902,33653
IND,2024-04-13 10:49:28,198218,146697,2813,5207,6560,38706
IND,2024-04-13 11:48:54,198705,144188,2768,5225,6060,42068
IND,2024-04-13 12:47:23,197489,140676,2710,5231,5597,45358
IND,2024-04-13 13:48:51,195581,142243,2722,5245,5616,41744
IND,2024-04-13 14:46:26,200661,147892,2776,5246,6309,40605
IND,2024-04-13 15:48:20,199838,151751,2927,5256,7132,35402
IND,2024-04-13 16:45:39,193402,154331,3604,5254,7062,26206
IND,2024-04-13 17:50:49,187987,155538,3953,5269,9470,16081
IND,2024-04-13 18:48:21,190438,154834,4284,5252,16800,11092
IND,2024-04-13 19:48:17,195629,159763,4248,5245,17027,10073
IND,2024-04-13 20:46:11,192365,159872,4184,5254,16172,7835
IND,2024-04-13 21:49:53,193800,162984,4238,5263,15729,6567
IND,2024-04-13 22:46:48,195816,163085,4460,5282,16769,7022
IND,2024-04-13 23:49:05,193029,165626,4454,5275,12587,5749
IND,2024-04-14 00:45:58,188747,165123,3307,5270,10470,5428
IND,2024-04-14 01:47:05,184036,161549,2964,5294,9426,5563
IND,2024-04-14 02:46:49,180724,159498,2712,5322,8653,5432
IND,2024-04-14 03:47:58,178084,158921,2744,5325,7398,4656
IND,2024-04-14 04:50:03,178647,160088,2734,5338,7756,3578
IND,2024-04-14 05:58:04,181766,161709,2706,5374,9434,3411
IND,2024-04-14 07:15:03,182233,157711,2717,5383,9881,7799
IND,2024-04-14 08:22:49,182691,146881,2741,5374,7474,21109
IND,2024-04-14 09:11:56,185464,140625,2735,5370,7014,30742
IND,2024-04-14 09:58:35,188826,136105,2746,5358,6130,39776
IND,2024-04-14 11:14:42,189872,131124,2655,5355,5257,47124
IND,2024-04-14 13:03:34,186105,127085,2625,5341,5259,47356
IND,2024-04-14 14:27:06,186886,133545,2704,5319,5868,41122
IND,2024-04-14 16:01:15,189543,142370,2805,5311,7588,32815
IND,2024-04-14 17:52:15,177534,145102,3440,5306,9742,15660
IND,2024-04-14 19:55:00,190024,155904,3601,5320,17495,9102
IND,2024-04-14 22:12:41,193777,159645,3614,5336,17930,7976
IND,2024-04-15 00:55:56,189424,164026,3145,5337,10946,6130
IND,2024-04-15 03:52:11,179537,160024,2754,5377,8084,4753
IND,2024-04-15 05:10:02,181980,161993,2778,5394,8800,4637
IND,2024-04-15 08:11:51,190489,155881,2823,5406,8965,18743
IND,2024-04-15 09:33:21,204129,153997,2768,5395,9003,33407
IND,2024-04-15 09:53:56,205744,154039,2770,5385,8923,35465
IND,2024-04-15 10:48:17,207876,149016,2619,5404,8351,43161
IND,2024-04-15 11:50:34,208186,146266,2601,5349,7329,48076
IND,2024-04-15 12:46:23,205479,145159,2624,5356,7151,46293
IND,2024-04-15 13:49:13,202626,143609,2835,5335,6894,45459
IND,2024-04-15 14:49:25,208934,148738,2994,5337,8230,45301
IND,2024-04-15 15:48:53,209661,153748,3189,5327,10746,38573
IND,2024-04-15 16:47:26,205463,159098,4341,5317,11713,26422
IND,2024-04-15 17:51:41,198167,160925,5046,5348,13566,15244
IND,2024-04-15 18:49:26,201041,164249,5970,5341,18255,8804
IND,2024-04-15 19:48:33,208122,167898,6043,5351,21141,8430
IND,2024-04-15 20:49:05,204662,167747,5901,5353,17936,8866
IND,2024-04-15 21:50:21,207150,168399,5750,5347,19359,8698
IND,2024-04-15 22:47:45,208581,168277,6089,5364,20200,8188
IND,2024-04-15 23:50:16,205545,169025,5819,5364,18091,7311
IND,2024-04-16 00:47:02,201022,167680,5326,5379,15743,7407
IND,2024-04-16 01:49:10,195898,166086,4986,5376,12541,7289
IND,2024-04-16 02:48:46,191961,164430,4128,5370,11994,6958
IND,2024-04-16 03:48:43,189418,163888,3720,5378,11051,6320
IND,2024-04-16 04:49:13,189116,165285,3667,5392,10821,5353
IND,2024-04-16 05:54:52,194022,167395,4415,5375,12726,4906
IND,2024-04-16 07:05:19,195749,164746,4418,5411,14042,8541
IND,2024-04-16 07:51:07,195363,158936,3742,5664,10927,17641
IND,2024-04-16 08:49:56,200695,152003,3831,5698,10344,30371
IND,2024-04-16 09:50:05,209192,149746,3649,5747,10100,42218
IND,2024-04-16 10:49:30,210843,142813,3643,5736,9445,50628
IND,2024-04-16 11:50:30,210112,139905,3668,5731,9487,52954
IND,2024-04-16 12:50:02,207594,137389,3714,5769,9352,52940
IND,2024-04-16 13:50:13,205123,136506,3747,5764,9231,51467
IND,2024-04-16 14:49:06,210491,144934,3934,5772,10404,47181
IND,2024-04-16 15:49:44,211202,152958,4549,5793,10638,38880
IND,2024-04-16 16:47:15,206072,158907,5164,5781,10850,27183
IND,2024-04-16 17:51:36,198969,162965,5582,5806,13742,12172
IND,2024-04-16 18:49:53,204292,168453,6314,5808,19660,4965
IND,2024-04-16 19:49:25,211117,171151,6877,5811,22475,5382
IND,2024-04-16 20:49:19,208423,170017,6552,5824,19823,6355
IND,2024-04-16 21:50:36,210984,170773,6905,5856,20446,7082
IND,2024-04-16 22:49:12,214253,172398,7535,5879,21314,7156
IND,2024-04-16 23:49:54,210606,172048,7567,5867,18775,6521
IND,2024-04-17 00:46:39,206883,172082,7493,5930,15948,6015
IND,2024-04-17 01:49:25,200807,168753,6529,5923,14648,5820
IND,2024-04-17 02:48:08,195714,167862,5654,5966,11550,5621
IND,2024-04-17 03:49:36,193008,166304,4705,5983,10886,5731
IND,2024-04-17 04:49:54,192705,167018,4688,5969,10133,5558
IND,2024-04-17 05:55:22,195961,168714,5156,5968,12247,4474
IND,2024-04-17 07:04:42,198065,166108,5057,5977,12720,9099
IND,2024-04-17 07:51:47,198289,160166,4677,5971,10486,17364
IND,2024-04-17 08:49:41,202326,152553,4552,5967,9956,29773
IND,2024-04-17 09:50:18,209609,149796,4572,5962,9933,39842
IND,2024-04-17 10:49:26,210370,145588,4548,5983,9366,45602
IND,2024-04-17 11:50:55,209670,142699,4562,5988,9565,47476
IND,2024-04-17 12:49:05,205118,139618,4551,5978,9306,46579
IND,2024-04-17 13:50:18,203157,139261,4678,5975,9147,44842
IND,2024-04-17 14:49:28,207819,148933,4907,5981,10311,38293
IND,2024-04-17 15:49:45,206924,156312,5648,6026,10940,29037
IND,2024-04-17 16:47:46,202124,158595,6357,6028,9705,22632
IND,2024-04-17 17:51:28,194927,158535,6741,6025,11370,13173
IND,2024-04-17 18:49:45,200282,162607,7826,6044,15884,9223
IND,2024-04-17 19:48:55,206782,166367,7653,6073,19100,7776
IND,2024-04-17 20:49:52,204153,165954,7659,6068,17343,7203
IND,2024-04-17 21:51:04,207730,168505,8058,6082,18056,6513
IND,2024-04-17 22:48:27,212064,170406,8663,6092,19947,6211
IND,2024-04-17 23:50:45,210630,170945,8478,6083,17644,6755
IND,2024-04-18 00:46:05,206444,169744,7033,6095,16543,6287
IND,2024-04-18 01:50:00,201140,167975,6785,6111,13408,6656
IND,2024-04-18 02:48:52,196282,166699,6304,6117,11301,6362
IND,2024-04-18 03:49:13,192792,164588,5578,6128,10932,5945
IND,2024-04-18 04:49:41,193253,166349,5201,6122,10987,5279
IND,2024-04-18 05:55:09,197024,168374,5491,6125,12592,4438
IND,2024-04-18 07:04:25,198785,166558,4698,6138,13077,8647
