Region,Date,Monitored CAP in MW,Generation / Today's Program,Generation / Today's Actual,Generation / FY YTD Program,Generation / FY YTD Actual,Coal Stock in Days,CAP under outage,Outage Date,Expected Date / Sync Date,Remarks
EASTERN,2018-04-05,38127.498,503.25000000000017,566.6300000000001,2516.25,2713.209999999999,,7578,,,
NORTH EASTERN,2018-04-05,3589.55,37.679999999999986,35.93,188.39999999999998,184.10000000000002,,238.5,,,
BHUTAN IMP.,2018-04-05,0,5.83,2.8200000000000003,29.15,10.04,,,,,
NORTHERN,2018-04-06,69633.53,815.8999999999992,755.28,4895.400000000005,4551.629999999997,,19337.559999999987,,,
WESTERN,2018-04-06,100789.48999999999,1266.8700000000015,1296.7900000000004,7601.22,7732.0599999999995,,32665.54,,,
SOUTHERN,2018-04-06,62785.44099999999,753.6399999999999,830.32,4521.8399999999965,4739.13,,12634.93,,,
EASTERN,2018-04-06,38127.498,503.25000000000017,564.5600000000004,3019.5000000000023,3277.77,,7585.5,,,
NORTH EASTERN,2018-04-06,3589.55,37.679999999999986,36.28,226.07999999999998,220.38,,222.5,,,
BHUTAN IMP.,2018-04-06,0,5.83,2.8200000000000003,34.98,12.86,,,,,
NORTHERN,2018-04-07,69633.53,815.8999999999992,694.2999999999998,5711.299999999996,5245.93,,21179.759999999987,,,
WESTERN,2018-04-07,100789.48999999999,1266.8700000000015,1309.8600000000004,8868.089999999998,9041.919999999998,,31155.54,,,
SOUTHERN,2018-04-07,62785.44099999999,753.6399999999999,769.8100000000003,5275.479999999997,5508.940000000001,,13277.43,,,
EASTERN,2018-04-07,38127.498,503.25000000000017,553.9599999999997,3522.750000000001,3831.730000000001,,8140.5,,,
NORTH EASTERN,2018-04-07,3589.55,37.679999999999986,30.680000000000003,263.75999999999993,251.06,,518,,,
BHUTAN IMP.,2018-04-07,0,5.83,2.8200000000000003,40.809999999999995,15.680000000000001,,,,,
NORTHERN,2018-04-08,69633.53,815.8999999999992,695.0100000000002,6527.199999999993,5940.940000000001,,19667.829999999987,,,
WESTERN,2018-04-08,100789.48999999999,1266.8700000000015,1268.3700000000003,10134.960000000012,10310.29,,31303.54,,,
SOUTHERN,2018-04-08,62785.44099999999,753.6399999999999,692.79,6029.119999999999,6201.7300000000005,,14549.2,,,
EASTERN,2018-04-08,38127.498,503.25000000000017,511.89999999999986,4026.0000000000014,4343.63,,8470.5,,,
NORTH EASTERN,2018-04-08,3589.55,37.679999999999986,30.370000000000005,301.4399999999999,281.43,,492.5,,,
BHUTAN IMP.,2018-04-08,0,5.83,2.3,46.63999999999999,17.98,,,,,
NORTHERN,2018-04-09,69633.53,815.8999999999992,674.5599999999998,7343.099999999995,6615.499999999998,,20254.159999999985,,,
WESTERN,2018-04-09,100789.48999999999,1266.8700000000015,1321.0099999999995,11401.829999999993,11631.300000000003,,31044.54,,,
SOUTHERN,2018-04-09,62785.44099999999,753.6399999999999,751.0299999999997,6782.759999999997,6952.7599999999975,,15149.2,,,
EASTERN,2018-04-09,38127.498,503.25000000000017,541.8199999999999,4529.249999999999,4885.450000000004,,7413.5,,,
NORTH EASTERN,2018-04-09,3589.55,37.679999999999986,28.75,339.11999999999995,310.18000000000006,,492.5,,,
BHUTAN IMP.,2018-04-09,0,5.83,2.3,52.46999999999999,20.28,,,,,
NORTHERN,2018-04-10,69539.53,812.4299999999993,703.4300000000002,8259.23,7318.9299999999985,,19872.909999999985,,,
WESTERN,2018-04-10,100789.48999999999,1269.280000000001,1334.509999999999,12692.799999999996,12965.810000000009,,31689.54,,,
SOUTHERN,2018-04-10,62785.44099999999,760.4999999999998,793.2399999999997,7605.000000000002,7746,,14948.2,,,
EASTERN,2018-04-10,38127.498,497.0800000000001,540.34,5026,5425.789999999998,,7511,,,
NORTH EASTERN,2018-04-10,3589.55,37.679999999999986,32.040000000000006,376.79999999999995,342.22,,471.5,,,
BHUTAN IMP.,2018-04-10,0,5.83,0.61,58.29999999999999,20.89,,,,,
NORTHERN,2018-04-11,69539.53,814.7899999999993,673.7299999999996,9074.019999999999,7992.659999999998,,19112.909999999985,,,
WESTERN,2018-04-11,100789.48999999999,1269.280000000001,1303.529999999999,13962.080000000007,14269.340000000007,,31584.54,,,
SOUTHERN,2018-04-11,62785.44099999999,760.4999999999998,787.6700000000003,8365.5,8533.670000000006,,14285.7,,,
EASTERN,2018-04-11,38127.498,497.0800000000001,568.0899999999996,5523.080000000001,5993.879999999999,,6615.5,,,
NORTH EASTERN,2018-04-11,3589.55,37.679999999999986,35.11,414.47999999999996,377.33000000000004,,221.5,,,
BHUTAN IMP.,2018-04-11,0,5.83,1.48,64.13,22.369999999999997,,,,,
NORTHERN,2018-04-12,69539.53,812.2899999999993,676.7300000000002,9886.31000000001,8669.389999999998,,21162.509999999987,,,
WESTERN,2018-04-12,100789.48999999999,1269.280000000001,1282.4999999999998,15231.360000000002,15551.840000000011,,32448.54,,,
SOUTHERN,2018-04-12,62785.44099999999,760.4999999999998,796.9399999999999,9125.999999999995,9330.610000000004,,13695.7,,,
EASTERN,2018-04-12,38127.498,497.0800000000001,546.6099999999999,6020.1600000000035,6540.489999999998,,8023,,,
NORTH EASTERN,2018-04-12,3589.55,37.679999999999986,36.809999999999995,452.15999999999997,414.14000000000004,,188,,,
BHUTAN IMP.,2018-04-12,0,5.83,3.35,69.96,25.72,,,,,
NORTHERN,2018-04-13,69539.53,812.2899999999993,707.6300000000001,10698.599999999991,9377.019999999995,,21966.009999999987,,,
WESTERN,2018-04-13,100789.48999999999,1266.5000000000011,1327.880000000001,16497.86,16879.72,,31449.54,,,
SOUTHERN,2018-04-13,62785.44099999999,760.4999999999998,793.3600000000004,9886.500000000005,10123.969999999998,,13564.9,,,
EASTERN,2018-04-13,38127.498,497.0800000000001,555.9700000000001,6517.239999999999,7096.459999999999,,9043,,,
NORTH EASTERN,2018-04-13,3589.55,37.679999999999986,37.33,489.8399999999999,451.47000000000014,,198,,,
BHUTAN IMP.,2018-04-13,0,5.83,4.02,75.78999999999999,29.74,,,,,
NORTHERN,2018-04-14,69539.53,812.0699999999993,713.9999999999999,11510.669999999991,10091.019999999995,,21466.90999999999,,,
WESTERN,2018-04-14,100789.48999999999,1259.810000000001,1317.8799999999997,17757.67,18197.599999999995,,31434.54,,,
SOUTHERN,2018-04-14,62785.44099999999,760.4999999999998,785.9899999999993,10646.999999999993,10909.960000000005,,14388.7,,,
EASTERN,2018-04-14,38127.498,497.0800000000001,581.1800000000002,7014.320000000002,7677.639999999999,,7630,,,
NORTH EASTERN,2018-04-14,3589.55,37.679999999999986,38.010000000000005,527.5199999999999,489.47999999999996,,168,,,
BHUTAN IMP.,2018-04-14,0,5.83,3.87,81.61999999999999,33.61,,,,,
NORTHERN,2018-04-15,69539.53,810.6699999999993,700.65,12321.339999999997,10791.670000000004,,21617.909999999985,,,
WESTERN,2018-04-15,100789.48999999999,1259.810000000001,1290.56,19017.480000000003,19488.15999999999,,32474.54,,,
SOUTHERN,2018-04-15,62785.44099999999,760.4999999999998,725.9,11407.500000000004,11635.860000000004,,14893.7,,,
EASTERN,2018-04-15,38127.498,505.4600000000001,554.41,7519.780000000001,8232.050000000001,,7700,,,
NORTH EASTERN,2018-04-15,3589.55,37.679999999999986,39.00999999999999,565.2,528.4899999999998,,168,,,
BHUTAN IMP.,2018-04-15,0,5.83,3.19,87.44999999999999,36.8,,,,,
NORTHERN,2018-04-16,69539.53,810.6699999999993,722.9000000000003,13132.009999999991,11514.569999999992,,22289.40999999999,,,
WESTERN,2018-04-16,100789.48999999999,1257.810000000001,1361.07,20275.29000000002,20849.23,,30359.54,,,
SOUTHERN,2018-04-16,62785.44099999999,751.0999999999998,771.3300000000005,12158.599999999997,12407.189999999999,,15498.7,,,
EASTERN,2018-04-16,38127.498,505.4600000000001,605.4399999999997,8025.2400000000025,8837.490000000003,,6567.5,,,
NORTH EASTERN,2018-04-16,3589.55,37.679999999999986,41.78,602.8799999999999,570.2699999999999,,233,,,
BHUTAN IMP.,2018-04-16,0,5.83,3.13,93.27999999999999,39.93,,,,,
NORTHERN,2018-04-17,69539.53,810.6699999999993,749.1899999999998,13942.679999999991,12263.760000000006,,22136.40999999999,,,
WESTERN,2018-04-17,100789.48999999999,1257.810000000001,1373.74,21533.10000000001,22222.970000000012,,30179.54,,,
SOUTHERN,2018-04-17,62785.44099999999,746.4699999999998,784.4799999999999,12905.069999999996,13191.670000000004,,15836.93,,,
EASTERN,2018-04-17,38127.498,505.4600000000001,586.9100000000002,8530.7,9424.399999999996,,6817.5,,,
NORTH EASTERN,2018-04-17,3589.55,37.679999999999986,38.96,640.5600000000001,609.2299999999998,,208,,,
BHUTAN IMP.,2018-04-17,0,5.83,3.13,99.10999999999999,43.06,,,,,
NORTHERN,2018-04-18,69539.53,808.4299999999993,748.26,14751.109999999995,13012.019999999997,,20557.909999999985,,,
WESTERN,2018-04-18,100789.48999999999,1257.810000000001,1346.2299999999996,22790.909999999985,23569.200000000004,,30849.54,,,
SOUTHERN,2018-04-18,62785.44099999999,746.4699999999998,792.5500000000001,13651.539999999994,13984.220000000003,,13947.93,,,
EASTERN,2018-04-18,38127.498,505.4600000000001,566.8000000000001,9036.16,9991.200000000004,,6455,,,
NORTH EASTERN,2018-04-18,3589.55,37.679999999999986,35.66,678.2399999999999,644.8900000000001,,438,,,
BHUTAN IMP.,2018-04-18,0,5.83,3.7600000000000002,104.93999999999998,46.82,,,,,
NORTHERN,2018-04-19,69539.53,808.4299999999993,766.3599999999996,15559.540000000006,13778.38,,19199.909999999985,,,
WESTERN,2018-04-19,100789.48999999999,1257.810000000001,1356.1399999999992,24048.72,24925.34000000002,,30179.54,,,
SOUTHERN,2018-04-19,62785.44099999999,746.4699999999998,785.38,14398.009999999987,14769.600000000004,,14102.93,,,
EASTERN,2018-04-19,38127.498,505.4600000000001,579.7599999999999,9541.619999999999,10570.959999999995,,7320,,,
NORTH EASTERN,2018-04-19,3589.55,37.679999999999986,34.17,715.92,679.0600000000002,,438,,,
BHUTAN IMP.,2018-04-19,0,5.83,3.7600000000000002,110.76999999999998,50.58,,,,,
NORTHERN,2018-04-20,69539.53,810.9299999999993,735.82,16370.470000000003,14514.19999999999,,19520.909999999985,,,
WESTERN,2018-04-20,100789.48999999999,1260.590000000001,1311.5300000000009,25309.309999999994,26236.869999999995,,29129.54,,,
SOUTHERN,2018-04-20,62785.44099999999,746.4699999999998,785.0800000000002,15144.480000000003,15554.680000000002,,13877.93,,,
EASTERN,2018-04-20,38127.498,505.4600000000001,574.79,10047.080000000002,11145.75,,7578,,,
NORTH EASTERN,2018-04-20,3589.55,37.679999999999986,34.849999999999994,753.5999999999999,713.9099999999999,,458,,,
BHUTAN IMP.,2018-04-20,0,5.83,4.22,116.59999999999998,54.8,,,,,
NORTHERN,2018-04-21,69539.53,810.4499999999992,780.5799999999999,17180.92000000001,15294.779999999997,,19490.70999999999,,,
WESTERN,2018-04-21,100789.48999999999,1266.390000000001,1372.5699999999997,26575.700000000004,27609.44000000001,,29846.54,,,
SOUTHERN,2018-04-21,62785.44099999999,746.4699999999998,786.8000000000005,15890.950000000004,16341.479999999996,,14714.93,,,
EASTERN,2018-04-21,38127.498,505.4600000000001,566.2699999999998,10552.539999999999,11712.020000000008,,8802.5,,,
NORTH EASTERN,2018-04-21,3589.55,37.679999999999986,38.419999999999995,791.28,752.33,,208,,,
BHUTAN IMP.,2018-04-21,0,5.83,6.140000000000001,122.42999999999998,60.94,,,,,
NORTHERN,2018-04-22,69539.53,810.4499999999992,737.6600000000003,17991.369999999995,16032.439999999997,,18947.909999999985,,,
WESTERN,2018-04-22,100789.48999999999,1266.390000000001,1335.8700000000001,27842.09000000001,28945.31,,29269.54,,,
SOUTHERN,2018-04-22,62785.44099999999,746.4699999999998,718.3100000000001,16637.420000000006,17059.789999999994,,14538.93,,,
EASTERN,2018-04-22,38127.498,505.4600000000001,559.1399999999998,11058.000000000004,12271.160000000003,,8131,,,
NORTH EASTERN,2018-04-22,3589.55,37.679999999999986,40.23,828.9599999999999,792.5600000000001,,208,,,
BHUTAN IMP.,2018-04-22,0,5.83,6.140000000000001,128.26,67.08,,,,,
NORTHERN,2018-04-23,69539.53,810.4499999999992,793.9499999999999,18801.81999999999,16826.389999999996,,19069.909999999985,,,
WESTERN,2018-04-23,100789.48999999999,1266.390000000001,1353.430000000001,29108.48,30298.74,,31434.54,,,
SOUTHERN,2018-04-23,62785.44099999999,746.4699999999998,772.22,17383.89,17832.009999999995,,15315.93,,,
EASTERN,2018-04-23,38127.498,505.4600000000001,590.8200000000002,11563.46,12861.980000000012,,7585,,,
NORTH EASTERN,2018-04-23,3589.55,37.679999999999986,42.84,866.6400000000001,835.4,,208,,,
BHUTAN IMP.,2018-04-23,0,5.83,3.76,134.09,70.84,,,,,
NORTHERN,2018-04-24,69539.53,810.4499999999992,819.2800000000002,19612.27000000002,17645.670000000013,,19649.909999999985,,,
WESTERN,2018-04-24,100789.48999999999,1266.390000000001,1353.1599999999994,30374.870000000017,31651.899999999998,,30874.54,,,
SOUTHERN,2018-04-24,62785.44099999999,746.4699999999998,777.0500000000005,18130.359999999982,18609.059999999994,,13680.93,,,
EASTERN,2018-04-24,38127.498,504.3700000000001,573.3200000000002,12067.830000000004,13435.299999999997,,9163.5,,,
NORTH EASTERN,2018-04-24,3589.55,37.679999999999986,43.53999999999999,904.3199999999998,878.9399999999998,,208,,,
BHUTAN IMP.,2018-04-24,0,5.83,3.91,139.92000000000002,74.75,,,,,
NORTHERN,2018-04-25,69539.53,810.4499999999992,844.0599999999993,20422.72,18489.730000000007,,19031.079999999987,,,
WESTERN,2018-04-25,100789.48999999999,1266.390000000001,1335.2399999999996,31641.260000000002,32987.14000000001,,31791.54,,,
SOUTHERN,2018-04-25,62785.44099999999,746.4699999999998,778.2599999999998,18876.83,19387.32,,13504.7,,,
EASTERN,2018-04-25,38127.498,504.3700000000001,568.6199999999999,12572.2,14003.92,,8478,,,
NORTH EASTERN,2018-04-25,3589.55,37.679999999999986,39.67000000000001,942,918.6099999999999,,238,,,
BHUTAN IMP.,2018-04-25,0,5.83,2.5900000000000003,145.75000000000003,77.34,,,,,
NORTHERN,2018-04-26,69539.53,810.4499999999992,857.1999999999999,21233.16999999998,19346.930000000004,,20047.409999999985,,,
WESTERN,2018-04-26,100789.48999999999,1271.790000000001,1329.890000000001,32913.05,34317.03,,31978.54,,,
SOUTHERN,2018-04-26,62785.44099999999,746.4699999999998,795.3299999999999,19623.30000000001,20182.65000000001,,12754.7,,,
EASTERN,2018-04-26,38127.498,504.3700000000001,558.31,13076.569999999994,14562.230000000001,,8240,,,
NORTH EASTERN,2018-04-26,3589.55,37.679999999999986,39.35,979.6800000000002,957.9599999999998,,208,,,
BHUTAN IMP.,2018-04-26,0,5.83,2.8,151.58000000000004,80.14,,,,,
NORTHERN,2018-04-27,69539.53,810.4499999999992,877.6200000000006,22043.62000000001,20224.550000000003,,18863.74999999999,,,
WESTERN,2018-04-27,100789.48999999999,1271.790000000001,1332.3299999999995,34184.839999999975,35649.36,,30418.54,,,
SOUTHERN,2018-04-27,62785.44099999999,746.4699999999998,816.94,20369.77,20999.590000000007,,12534.7,,,
EASTERN,2018-04-27,38127.498,504.3700000000001,556.2700000000001,13580.940000000002,15118.499999999993,,8588,,,
NORTH EASTERN,2018-04-27,3589.55,37.679999999999986,41.07000000000001,1017.3599999999999,999.03,,208,,,
BHUTAN IMP.,2018-04-27,0,5.83,2.8,157.41000000000005,82.94,,,,,
NORTHERN,2018-04-28,69539.53,807.7799999999993,899.1700000000002,22851.39999999999,21123.72000000001,,17628.009999999987,,,
WESTERN,2018-04-28,100789.48999999999,1273.790000000001,1297.8000000000004,35458.630000000005,36947.159999999996,,32254.54,,,
SOUTHERN,2018-04-28,62785.44099999999,746.4699999999998,810.1999999999999,21116.239999999983,21809.79,,13107.93,,,
EASTERN,2018-04-28,38127.498,504.3700000000001,564.21,14085.310000000001,15682.710000000001,,7180.5,,,
NORTH EASTERN,2018-04-28,3589.55,37.679999999999986,42.83,1055.0399999999997,1041.86,,208,,,
BHUTAN IMP.,2018-04-28,0,5.83,3.16,163.24000000000007,86.10000000000001,,,,,
NORTHERN,2018-04-29,69539.53,810.2799999999993,861.2900000000003,23661.679999999997,21985.010000000002,,17910.909999999985,,,
WESTERN,2018-04-29,100789.48999999999,1273.790000000001,1222.8499999999997,36732.420000000006,38170.01000000002,,31893.54,,,
SOUTHERN,2018-04-29,62785.44099999999,746.4699999999998,743.6200000000003,21862.71,22553.409999999993,,14179.58,,,
EASTERN,2018-04-29,38127.498,504.3700000000001,530.3800000000001,14589.680000000004,16213.089999999995,,7237.5,,,
NORTH EASTERN,2018-04-29,3589.55,37.679999999999986,39.84,1092.7200000000003,1081.6999999999998,,208,,,
BHUTAN IMP.,2018-04-29,0,5.83,2.88,169.07000000000008,88.98000000000002,,,,,
NORTHERN,2018-04-30,69539.53,813.6099999999992,824.9899999999996,24478,22810.000000000004,,16952.009999999995,,,
WESTERN,2018-04-30,100789.48999999999,1273.790000000001,1237.15,38005,39407.16000000002,,30183.54,,,
SOUTHERN,2018-04-30,62785.44099999999,746.4699999999998,748.5300000000003,22611,23301.93999999999,,14196.7,,,
EASTERN,2018-04-30,38127.498,508.1700000000001,508.8900000000001,15098,16721.979999999992,,8498,,,
NORTH EASTERN,2018-04-30,3589.55,37.679999999999986,39.129999999999995,1130,1120.83,,228,,,
BHUTAN IMP.,2018-04-30,0,5.83,4.15,175,93.13000000000001,,,,,
NORTHERN,2018-05-01,69539.53,898.12,809.0199999999994,25376.120000000017,23619.019999999982,,18161.509999999987,,,
WESTERN,2018-05-01,100789.48999999999,1254.8200000000013,1224.2100000000005,39259.82000000001,40631.37000000002,,31223.54,,,
SOUTHERN,2018-05-01,62785.44099999999,741.8300000000003,686.3499999999998,23352.829999999984,23988.289999999994,,13165,,,
EASTERN,2018-05-01,38007.498,515.4700000000003,499.29999999999984,15613.469999999996,17221.280000000006,,8548,,,
NORTH EASTERN,2018-05-01,3589.55,43.88000000000001,36.940000000000005,1173.8799999999999,1157.77,,458,,,
BHUTAN IMP.,2018-05-01,0,10.48,4.15,185.48,97.28,,,,,
NORTHERN,2018-05-02,69539.53,898.12,798.3900000000001,26274.240000000005,24417.41,,19957.509999999987,,,
WESTERN,2018-05-02,100789.48999999999,1254.1400000000012,1252.3200000000002,40513.95999999999,41883.69000000001,,32136.54,,,
SOUTHERN,2018-05-02,62785.44099999999,741.8300000000003,720.5699999999999,24094.660000000003,24708.859999999982,,14450.199999999999,,,
EASTERN,2018-05-02,38007.498,515.4700000000003,541.32,16128.940000000004,17762.60000000001,,7384,,,
NORTH EASTERN,2018-05-02,3589.55,43.88000000000001,39.86000000000001,1217.7600000000002,1197.6299999999994,,208,,,
BHUTAN IMP.,2018-05-02,0,10.48,10.79,195.95999999999998,108.07,,,,,
NORTHERN,2018-05-03,69539.53,898.12,728.9499999999999,27172.360000000004,25146.35999999999,,22182.909999999985,,,
WESTERN,2018-05-03,100789.48999999999,1255.3100000000013,1246.770000000001,41769.27,43130.46000000001,,31571.54,,,
SOUTHERN,2018-05-03,62785.44099999999,741.8300000000003,710.8000000000002,24836.49,25419.659999999996,,15282.699999999999,,,
EASTERN,2018-05-03,38007.498,515.4700000000003,531.9700000000003,16644.410000000003,18294.569999999992,,7623,,,
NORTH EASTERN,2018-05-03,3589.55,43.88000000000001,42.58,1261.6400000000003,1240.21,,183,,,
BHUTAN IMP.,2018-05-03,0,10.48,7.67,206.43999999999997,115.74000000000001,,,,,
NORTHERN,2018-05-04,69539.53,898.12,802.2099999999998,28070.479999999974,25948.570000000007,,22114.309999999987,,,
WESTERN,2018-05-04,100789.48999999999,1255.3100000000013,1307.8800000000003,43024.57999999996,44438.34000000003,,31574.54,,,
SOUTHERN,2018-05-04,62785.44099999999,741.8300000000003,697.4900000000002,25578.320000000003,26117.149999999983,,15075.5,,,
EASTERN,2018-05-04,38007.498,515.4700000000003,586.35,17159.879999999994,18880.91999999999,,7058.5,,,
NORTH EASTERN,2018-05-04,3589.55,43.88000000000001,43.63999999999999,1305.5199999999995,1283.8500000000001,,204,,,
BHUTAN IMP.,2018-05-04,0,10.48,8.24,216.91999999999996,123.98,,,,,
NORTHERN,2018-05-05,69539.53,898.49,835.1,28968.970000000005,26783.67,,21089.309999999987,,,
WESTERN,2018-05-05,100789.48999999999,1254.9900000000011,1317.9799999999996,44279.57000000002,45756.32000000001,,31398.54,,,
SOUTHERN,2018-05-05,62785.44099999999,741.8300000000003,769.7999999999995,26320.150000000005,26886.94999999999,,15383.2,,,
EASTERN,2018-05-05,38007.498,515.4700000000003,601.9699999999997,17675.349999999995,19482.889999999996,,7755.5,,,
NORTH EASTERN,2018-05-05,3589.55,43.88000000000001,46.42000000000001,1349.4,1330.27,,229,,,
BHUTAN IMP.,2018-05-05,0,10.48,8.07,227.39999999999995,132.05,,,,,
NORTHERN,2018-05-06,69539.53,898.99,790.4999999999999,29867.960000000014,27574.17,,20771.479999999985,,,
WESTERN,2018-05-06,100789.48999999999,1258.5700000000013,1281.32,45538.139999999985,47037.64000000001,,30643.54,,,
SOUTHERN,2018-05-06,62785.44099999999,741.8300000000003,715.1000000000001,27061.97999999998,27602.049999999996,,15418.93,,,
EASTERN,2018-05-06,38007.498,515.4700000000003,575.4899999999999,18190.819999999996,20058.380000000005,,7080.5,,,
NORTH EASTERN,2018-05-06,3589.55,43.88000000000001,44.419999999999995,1393.2799999999997,1374.6899999999998,,229,,,
BHUTAN IMP.,2018-05-06,0,10.48,9.37,237.87999999999994,141.42000000000002,,,,,
NORTHERN,2018-05-07,69539.53,898.99,846.1799999999997,30766.950000000004,28420.350000000017,,19887.479999999985,,,
WESTERN,2018-05-07,100789.48999999999,1258.5700000000013,1300.6500000000005,46796.71000000002,48338.28999999999,,30481.54,,,
SOUTHERN,2018-05-07,62785.44099999999,741.8300000000003,740.4999999999998,27803.810000000012,28342.549999999977,,15601.93,,,
EASTERN,2018-05-07,38007.498,515.4700000000003,585.1899999999999,18706.29000000001,20643.570000000003,,8749,,,
NORTH EASTERN,2018-05-07,3589.55,43.88000000000001,46.27999999999999,1437.16,1420.9699999999998,,234.5,,,
BHUTAN IMP.,2018-05-07,0,10.48,11.47,248.35999999999993,152.89,,,,,
NORTHERN,2018-05-08,69539.53,898.99,803.2800000000004,31665.93999999999,29223.63,,19335.979999999985,,,
WESTERN,2018-05-08,100789.48999999999,1258.5700000000013,1325.3500000000006,48055.27999999997,49663.64000000001,,30051.54,,,
SOUTHERN,2018-05-08,62785.44099999999,741.8300000000003,726.5400000000001,28545.639999999996,29069.090000000007,,16304.93,,,
EASTERN,2018-05-08,38007.498,515.4700000000003,580.4100000000001,19221.759999999995,21223.98,,8396.5,,,
NORTH EASTERN,2018-05-08,3589.55,43.88000000000001,45.48,1481.0399999999997,1466.4499999999996,,208,,,
BHUTAN IMP.,2018-05-08,0,10.48,14.95,258.8399999999999,167.83999999999997,,,,,
NORTHERN,2018-05-09,69539.53,898.83,832.9600000000005,32564.769999999982,30056.589999999982,,18794.109999999986,,,
WESTERN,2018-05-09,100789.48999999999,1261.2200000000012,1347.55,49316.5,51011.190000000024,,30661.54,,,
SOUTHERN,2018-05-09,62785.44099999999,741.8300000000003,717.35,29287.47000000001,29786.440000000002,,15991.93,,,
EASTERN,2018-05-09,38007.498,516.5600000000003,579.65,19738.32,21803.629999999997,,8810.5,,,
NORTH EASTERN,2018-05-09,3589.55,43.88000000000001,45.190000000000005,1524.9199999999998,1511.6399999999994,,243.6,,,
BHUTAN IMP.,2018-05-09,0,10.48,10.280000000000001,269.31999999999994,178.12,,,,,
NORTHERN,2018-05-10,69539.53,901.63,846.7699999999995,33466.4,30903.36,,18751.909999999985,,,
WESTERN,2018-05-10,100789.48999999999,1261.2200000000012,1362.6100000000008,50577.72000000001,52373.799999999996,,30701.54,,,
SOUTHERN,2018-05-10,62785.44099999999,727.2700000000003,741.7100000000002,30014.739999999976,30528.14999999999,,15586.93,,,
EASTERN,2018-05-10,38007.498,516.5600000000003,586.3200000000003,20254.88,22389.94999999999,,7901.5,,,
NORTH EASTERN,2018-05-10,3589.55,43.88000000000001,46.83,1568.8,1558.4699999999998,,309,,,
BHUTAN IMP.,2018-05-10,0,10.48,8.35,279.79999999999995,186.47,,,,,
NORTHERN,2018-05-11,69539.53,902.47,870.8200000000002,34368.87000000004,31774.18,,18678.809999999987,,,
WESTERN,2018-05-11,100789.48999999999,1255.4200000000012,1344.6,51833.13999999996,53718.399999999994,,29295.54,,,
SOUTHERN,2018-05-11,62785.44099999999,736.7500000000003,735.4500000000002,30751.489999999994,31263.599999999995,,14588.43,,,
EASTERN,2018-05-11,38007.498,516.5600000000003,572.4999999999997,20771.439999999995,22962.449999999997,,9231,,,
NORTH EASTERN,2018-05-11,3589.55,43.88000000000001,47.68000000000001,1612.6799999999998,1606.1499999999996,,208,,,
BHUTAN IMP.,2018-05-11,0,10.48,8.35,290.28,194.82,,,,,
NORTHERN,2018-05-12,69539.53,902.47,883.1400000000012,35271.340000000026,32657.32000000001,,19018.479999999985,,,
WESTERN,2018-05-12,100789.48999999999,1255.4200000000012,1312.03,53088.56,55030.429999999986,,31522,,,
SOUTHERN,2018-05-12,62785.44099999999,736.7500000000003,699.64,31488.24,31963.23999999999,,15323.43,,,
EASTERN,2018-05-12,38007.498,516.5600000000003,541.6,21288.000000000004,23504.04999999999,,9566,,,
NORTH EASTERN,2018-05-12,3589.55,43.88000000000001,48.449999999999996,1656.5599999999986,1654.6000000000004,,179,,,
BHUTAN IMP.,2018-05-12,0,10.48,8.35,300.76,203.17000000000002,,,,,
NORTHERN,2018-05-13,69539.53,902.47,836.57,36173.80999999999,33493.89,,19337.479999999985,,,
WESTERN,2018-05-13,100789.48999999999,1255.4200000000012,1269.9200000000005,54343.97999999999,56300.34999999997,,30329,,,
SOUTHERN,2018-05-13,62785.44099999999,736.7500000000003,676.4399999999997,32224.989999999998,32639.679999999997,,16105.93,,,
EASTERN,2018-05-13,38007.498,516.5600000000003,517.3100000000003,21804.559999999994,24021.359999999997,,9340.5,,,
NORTH EASTERN,2018-05-13,3589.55,43.88000000000001,47.550000000000004,1700.4400000000005,1702.1499999999999,,179,,,
BHUTAN IMP.,2018-05-13,0,10.48,5.58,311.24,208.75,,,,,
NORTHERN,2018-05-14,69539.53,902.47,753.2540000000001,37076.27999999997,34247.27,,21060.809999999987,,,
WESTERN,2018-05-14,100789.48999999999,1255.4200000000012,1316.5439999999996,55599.40000000005,57616.94999999998,,30204,,,
SOUTHERN,2018-05-14,62785.44099999999,736.7500000000003,701.0063999999999,32961.74,33340.78,,15035.93,,,
EASTERN,2018-05-14,38007.498,516.5600000000003,471.8960000000002,22321.120000000006,24493.29,,9761,,,
NORTH EASTERN,2018-05-14,3589.55,43.88000000000001,47.155,1744.3199999999997,1749.3700000000003,,454,,,
BHUTAN IMP.,2018-05-14,0,10.48,5.69,321.72,214.44,,0,,,
NORTHERN,2018-05-15,69539.53,905.91,848.054,37982.18999999997,35095.38999999999,,20677.809999999987,,,
WESTERN,2018-05-15,100789.48999999999,1249.4200000000012,1360.5240000000001,56848.81999999999,58977.54000000002,,29349,,,
SOUTHERN,2018-05-15,62785.44099999999,736.7500000000003,746.7739999999995,33698.49000000003,34087.62,,14475.93,,,
EASTERN,2018-05-15,38007.498,512.8500000000003,534.0819999999999,22833.970000000005,25027.38999999999,,9788.5,,,
NORTH EASTERN,2018-05-15,3589.55,43.88000000000001,42.795,1788.1999999999994,1792.1800000000003,,504,,,
BHUTAN IMP.,2018-05-15,0,10.48,7.49,332.20000000000005,221.93,,0,,,
